"user_id","item_id","rating"
49,100,3.84079580208866
168,103,3.26647776543883
51,89,1.20774370641413
261,176,2.15760867620697
3,183,0.471358716594881
41,25,8.06225098189712
33,107,6.83216945049102
9,203,1.97076836110926
198,9,1.70222034626306
36,84,3.70935705525801
183,30,2.4451373138272
11,246,-0.631801206075594
89,373,5.22891078969703
192,20,7.49957435064819
151,294,2.92128666327412
16,258,1.38415150851602
131,299,2.27380927112128
86,181,0.84666363752758
253,23,4.46870721158533
241,104,1.13139540485033
122,80,2.70227970188405
8,62,0.532918076129197
124,214,1.48500824869435
183,254,0.691773512447001
150,113,0.520257956775249
276,645,-3.63978275112621
222,76,-0.221834009410204
295,470,-0.525571701782496
357,191,-0.238469080610051
214,202,-0.620387332046436
123,31,1.24841501388234
133,225,1.19062032679988
251,159,3.78825149467873
122,126,1.05273167985532
178,141,6.15285888936856
213,24,-1.7543832598561
45,287,2.37396348336397
14,44,2.6207822355634
444,405,-2.03719490650042
87,308,1.80410686415665
232,126,0.353241655155474
133,34,2.01433782414397
55,148,5.99650899959286
223,152,0.520371887946167
188,122,2.75159362259219
77,315,0.761520954032609
236,147,1.94789666875473
58,122,2.42387948100322
154,198,3.01983932520752
184,1,7.34737263456691
246,314,1.27720200738303
98,39,6.4028348717199
354,231,-0.546677778343837
397,56,1.04898169779715
211,164,1.9124788009809
107,131,0.495638871365726
11,54,-0.576763043268556
123,82,2.1923224320517
283,66,7.90477475277583
145,29,3.12012830150352
115,134,2.98684869423973
364,5,1.19481350467338
19,303,0.103191245812326
286,218,1.61821229785446
207,167,1.30059567834205
5,182,2.4811318656673
42,112,1.09833809440511
229,146,1.35085902474938
176,16,2.89463940270408
77,134,3.63014805086532
37,76,5.54657862629886
328,104,1.97563853493255
151,145,1.65720765661517
30,145,0.0429343249908152
302,233,-1.39148156860977
62,369,2.38882105712833
128,354,-1.25144308707098
309,44,-0.711329202104453
180,54,4.08257116608055
197,30,6.10013554790592
264,7,-0.148120774383117
290,79,3.99879543273237
48,116,0.97657601027293
153,237,-0.698688697563261
253,133,5.04084211526487
312,167,2.22173304244337
60,199,2.45398966917624
93,35,3.69572290031239
103,181,0.211053466802823
108,23,0.374611685981094
262,211,2.15704866813293
84,52,3.97206032455996
273,173,3.51410942733015
106,14,1.59347973905544
504,144,-2.55683722799744
242,119,1.58487079974862
281,157,3.64571475387061
586,43,3.09252366411098
210,149,-1.72383383685218
121,98,0.703525436000418
47,84,2.35472137946651
8,119,0.640924784952222
170,43,4.280065508134
70,248,3.03407895422613
42,16,3.99128133721455
1,125,4.40739637886339
353,196,-0.891752400830696
129,224,1.47177008162356
82,14,4.291792384651
200,311,4.09613948368967
154,178,0.728873468266622
22,63,0.991160831276505
248,145,2.55660086588269
382,94,1.54402000116112
233,111,-0.217624107985909
458,370,-2.15109419585124
373,68,2.12705948777832
29,94,1.28721873038953
80,292,1.15817251577106
56,62,2.26190573340628
309,211,-1.31183757178024
28,264,1.89160314663795
18,279,0.00223843420754788
166,284,1.78741599360214
623,157,-3.18995445287378
233,150,1.37739400346847
283,160,2.75949863025305
218,45,2.71345529130993
170,30,1.47564839363227
206,217,-1.39827291438405
40,144,4.20917046337572
57,284,2.63505792746875
56,16,5.22486245722599
65,86,4.16897294591616
196,74,4.30492912218665
277,41,5.41872279692607
30,78,2.19096671242652
33,240,1.47138621089895
285,165,2.86498887818107
108,148,1.41878662562629
51,206,1.67236330219314
37,381,1.16855364214749
146,17,-1.70309039103066
412,308,0.142012082477976
221,187,0.199984546382936
57,93,5.64428626384169
167,169,0.742916758773728
301,185,-0.457957153334857
125,9,3.64599829788941
358,426,-0.391835071418198
35,326,0.387258088702139
82,357,2.46111953171121
222,101,2.98339710528872
317,144,-0.533425815258667
287,199,3.03847207913776
133,35,-0.636079393536661
19,129,3.23396820325324
129,74,2.80012894224049
112,232,4.70186404160356
67,191,3.03035245721989
182,282,2.31937408379177
88,155,2.32517013304752
160,258,1.7714054409102
469,165,-0.562960265152734
139,186,1.03716129597915
503,8,-2.15726283960466
329,30,-0.115708141379948
105,149,3.12255349876094
478,246,1.73499995447528
44,385,1.31847783691482
126,123,1.29365067789929
20,74,2.54271987895464
18,167,2.17229747505955
88,54,4.45560442965287
86,199,3.14071659597875
17,136,0.213156149755659
38,291,3.93400026517765
12,32,1.09468343555587
90,249,0.573170693758122
193,10,2.44299547553648
20,4,0.591454859678725
13,88,2.9579066367921
17,286,-0.375378116609205
357,58,0.484157356255905
44,119,0.683970693147494
160,29,3.42158792770958
17,176,2.43509639968683
61,159,3.42330560385829
123,369,2.27216766842276
28,99,3.53082961835573
56,31,3.13073912329727
63,156,3.69957592002657
83,357,3.32940885216657
198,39,7.48230731383476
145,21,3.32231101689816
2,98,0.0711665265569202
223,260,-0.179069831465075
319,186,-2.20190692838565
134,174,0.755162797253766
356,174,0.309839123017874
169,333,0.791986978153454
177,137,4.92865443929055
83,92,8.58333462556467
255,5,3.37633554806923
257,61,0.906549940972036
223,101,-1.47531178347294
186,350,0.180994939079837
59,129,3.71950267740213
28,54,-0.105719551452147
145,65,3.63912066503674
369,237,-0.105470941657114
107,208,2.50517111401619
211,263,1.68348042828048
19,49,1.06640351404298
67,240,3.69287171504589
368,274,2.40260182708061
81,45,14.5397169809679
207,252,0.390275381339323
351,183,0.868199722396909
365,41,-0.43221554242741
117,141,0.223082814070136
215,10,2.4647731676806
195,87,5.37529467572577
386,238,-0.517563637237582
94,322,6.99590518030923
484,82,2.14951300685669
146,278,0.897055558088964
118,297,-1.10108758184651
2,161,-0.394268309341766
275,168,-0.171581682325397
214,10,-0.0628302515022348
251,431,-1.66562026718361
83,38,4.96834595472977
92,89,4.5194800739114
295,260,-0.690537474987022
78,134,7.91995739458056
303,30,-1.6382013492448
86,12,4.78924844267517
191,47,4.04813883062634
84,85,1.316148479999
138,9,3.45540201563062
167,132,2.65156102617452
154,63,4.44763460196851
53,211,5.72240919110072
106,376,0.841603961583754
262,133,2.83896553603299
192,126,6.03306898336137
174,200,0.969237065257364
107,145,2.98507206749292
272,186,1.63378210332555
398,242,3.10545481222691
195,208,2.4664084806627
128,208,2.10946941416325
600,51,0.635909873791278
49,263,3.40656062789388
231,178,-0.455605712757622
218,49,0.74056539142953
93,301,-0.784760985349092
411,38,-2.20493083398524
173,31,6.0653179833558
112,35,1.90777565664938
110,152,1.4987187401354
185,49,3.04462523077559
220,183,-0.483599703579105
42,137,3.36578382912344
103,242,0.701127086844452
182,60,6.38194364970552
48,250,0.518211817903708
181,9,0.14194832668775
25,137,3.60905926193905
85,209,2.71936982957099
114,54,2.20044420425195
61,173,6.19777668831213
12,107,0.327690510547009
507,41,-8.02659931932649
468,246,0.734800555776647
92,381,0.197348492253716
131,527,-2.31739549460749
222,116,0.488104518341713
52,83,6.93150529214524
308,124,-0.416991192368965
336,152,2.48272074671162
138,46,4.81061284296487
198,221,2.80487941281611
16,251,0.973613341077675
32,156,1.23612770552972
164,54,1.9974182074091
384,205,1.48624918935675
162,238,1.02948465465904
154,49,0.419038433955421
205,31,-0.35638802978999
157,50,4.10404428216395
2,200,-0.957150954996199
58,91,4.81069288882313
130,294,1.68466040625322
68,349,5.15827980003105
211,308,0.697599867971085
67,261,5.54633797212947
227,202,0.00103680473391293
35,146,0.87298436716252
336,37,0.702079215692171
79,75,8.08513068835325
185,111,2.41235312903361
311,47,-1.0900789455147
159,115,0.887733596873871
107,226,0.962197784190575
348,339,1.47278016408777
167,38,2.55049944523626
26,17,1.55627963278897
92,127,1.54606613983329
349,18,2.59658432061763
31,222,3.35216715164616
269,187,1.05611559549953
185,143,5.13488251836734
88,62,3.90812434562878
321,65,-1.47178056698046
2,339,-0.532583080549779
91,234,3.89830149813267
29,257,-1.15956261755664
227,106,0.625177948547789
210,406,-0.99480933063651
330,378,-1.1576005938814
235,135,2.26046097946936
202,12,0.190061162715901
104,201,-0.0477653605530698
348,63,2.74652439555622
101,66,3.74128007945088
276,145,3.80351235228611
216,254,3.5730745803783
69,8,2.73681972830824
32,51,2.869485154814
39,157,3.83465182093561
149,430,-1.56818248522031
102,152,-0.114718619742828
56,156,5.33435585909207
55,83,4.50420755927237
53,246,1.71750718846632
51,26,5.83242474554265
68,32,8.09476264247873
64,183,3.8334566347769
367,29,1.58851403662437
137,71,2.95780564925493
171,188,4.9292356079928
330,325,-1.02750563716703
359,142,4.51562245226083
425,108,-1.25442047170586
71,31,5.01741589414685
512,79,-2.32928801753589
41,95,2.87749699008208
48,107,2.83313022184581
296,110,0.903530543217264
9,85,1.49417893681726
4,341,0.411000699838029
8,45,3.11760226849698
116,162,2.39543150156778
224,162,0.231187004827325
15,33,1.317625600307
392,167,2.23153410207335
14,29,0.540484951992032
61,224,6.24498066150719
110,23,2.63311584449612
246,315,2.1172466541512
10,292,0.133636271952719
255,66,1.71083729841949
53,94,1.49791031945339
23,222,3.16597223998959
438,3,-1.67864661212465
163,26,3.3583342224484
244,176,-0.0663317090130642
230,31,-1.37980646869148
205,26,0.669023100424311
95,186,3.72638723512404
378,323,-0.113689167341975
13,353,0.955303254750323
319,90,-1.75174889923961
78,114,5.94248421646206
283,228,0.931087537253086
121,193,4.5256273988256
59,39,5.33881082920089
63,67,4.32424813341615
156,177,5.66132701292421
13,80,0.682336103987503
18,209,1.33227286354019
218,89,-0.419739585824804
166,210,2.78799057310607
185,130,4.82573924084531
87,33,4.41958396847946
